,app_id,"Singleplayer, Adventure","Action, Casual"
100,376980,0.0,0.0
101,382400,0.0,0.0
102,388290,0.0,0.0
103,402260,0.0,0.0
104,414700,0.0,1.0
105,429300,0.0,0.0
106,435300,0.0,0.0
107,450500,0.0,0.0
108,459220,0.0,0.0
109,466546,0.0,0.0
110,558240,0.0,0.0
111,563190,0.0,0.0
112,574310,0.0,0.0
113,929103,0.0,0.0
114,939060,0.0,0.0
115,469820,0.0,0.0
116,520720,0.0,0.0
117,527420,1.0,0.0
118,529590,0.0,0.0
119,545600,0.0,0.0
120,555530,0.0,0.0
121,555580,0.0,0.0
122,582160,0.0,0.0
123,610070,0.0,0.0
124,622650,1.0,0.0
125,657280,0.0,0.0
126,727980,0.0,0.0
127,739210,0.0,0.0
128,765410,0.0,0.0
129,765770,0.0,0.0
130,769750,0.0,0.0
131,829960,0.0,0.0
132,841190,0.0,0.0
133,864610,0.0,0.0
134,884420,0.0,0.0
135,412790,0.0,0.0
136,367120,0.0,0.0
137,395620,0.0,0.0
138,401628,0.0,0.0
139,457570,0.0,0.0
140,467760,0.0,0.0
141,480520,0.0,0.0
142,522120,0.0,0.0
143,542770,0.0,0.0
144,581270,1.0,0.0
145,583270,0.0,0.0
146,589530,0.0,0.0
147,597180,0.0,0.0
148,620220,0.0,0.0
149,622680,0.0,0.0
150,640900,0.0,0.0
151,654220,0.0,0.0
152,684450,0.0,0.0
153,686710,0.0,0.0
154,696370,0.0,0.0
155,416420,0.0,0.0
156,460120,0.0,0.0
157,460430,0.0,0.0
158,491492,0.0,0.0
159,498310,0.0,0.0
160,505460,0.0,0.0
161,537770,0.0,0.0
162,550400,0.0,0.0
163,568040,0.0,0.0
164,584096,0.0,0.0
165,588030,0.0,0.0
166,588730,0.0,0.0
167,623280,0.0,0.0
168,673130,0.0,0.0
169,699180,1.0,0.0
170,711681,0.0,0.0
171,732400,0.0,0.0
172,755790,0.0,1.0
173,758580,0.0,0.0
174,758980,0.0,0.0
175,774181,0.0,0.0
176,316447,0.0,0.0
177,319017,0.0,0.0
178,501300,1.0,0.0
179,528050,0.0,0.0
180,566530,0.0,0.0
181,567340,0.0,0.0
182,570770,0.0,0.0
183,573320,1.0,0.0
184,580640,0.0,0.0
185,599610,1.0,0.0
186,603330,0.0,0.0
187,605990,0.0,0.0
188,665270,0.0,0.0
189,672630,0.0,0.0
190,716710,0.0,0.0
191,727910,0.0,0.0
192,728300,0.0,0.0
193,734740,0.0,0.0
194,746820,0.0,0.0
195,779280,0.0,0.0
196,815450,0.0,0.0
197,448240,0.0,0.0
198,453400,0.0,0.0
199,453990,0.0,0.0
200,463720,0.0,0.0
201,465720,1.0,0.0
202,470210,0.0,0.0
203,493080,0.0,0.0
204,493900,0.0,0.0
205,497780,0.0,0.0
206,525480,0.0,0.0
207,530595,0.0,0.0
208,544390,0.0,0.0
209,554820,0.0,0.0
210,566540,0.0,0.0
211,582500,0.0,0.0
212,708760,0.0,0.0
213,720750,0.0,0.0
214,756440,0.0,0.0
215,758480,0.0,0.0
216,826540,0.0,0.0
217,575940,0.0,0.0
218,589860,0.0,0.0
219,604240,0.0,0.0
220,605920,0.0,0.0
221,613230,0.0,0.0
222,617160,0.0,0.0
223,645500,0.0,0.0
224,677120,0.0,0.0
225,684050,0.0,0.0
226,704300,0.0,0.0
227,736580,0.0,0.0
228,744680,0.0,0.0
229,749840,1.0,0.0
230,786990,0.0,0.0
231,801980,0.0,0.0
232,803600,0.0,0.0
233,824720,0.0,0.0
234,834760,0.0,0.0
235,850450,0.0,0.0
236,1600150,0.0,0.0
237,1568680,0.0,0.0
238,55100,0.0,1.0
239,208292,0.0,0.0
240,221910,1.0,0.0
241,222573,0.0,0.0
242,260690,0.0,0.0
243,267780,0.0,0.0
244,287900,0.0,0.0
245,292800,0.0,0.0
246,296470,0.0,0.0
247,321800,0.0,0.0
248,343370,0.0,0.0
249,350640,0.0,0.0
250,353850,0.0,0.0
251,358190,0.0,0.0
252,358220,0.0,0.0
253,358370,0.0,0.0
254,359496,0.0,0.0
255,360650,0.0,0.0
256,363440,0.0,0.0
257,365380,0.0,0.0
258,215100,0.0,0.0
259,4700,0.0,0.0
260,6040,0.0,0.0
261,3920,0.0,0.0
262,15920,0.0,0.0
263,25010,0.0,0.0
264,31900,0.0,0.0
265,31220,0.0,0.0
266,206690,0.0,0.0
267,45740,0.0,1.0
268,213350,0.0,0.0
269,65270,0.0,0.0
270,32440,0.0,0.0
271,224960,0.0,0.0
272,65600,0.0,0.0
273,33180,0.0,0.0
274,246300,0.0,0.0
275,914890,1.0,0.0
276,915810,0.0,1.0
277,920567,0.0,0.0
278,929480,0.0,0.0
279,940980,0.0,0.0
280,971690,0.0,0.0
281,976590,0.0,0.0
282,984470,0.0,0.0
283,998790,0.0,0.0
284,1016770,0.0,0.0
285,1046230,0.0,0.0
286,1054340,0.0,0.0
287,1072480,0.0,0.0
288,1087760,0.0,0.0
289,1096410,0.0,0.0
290,1101930,0.0,0.0
291,1106840,0.0,0.0
292,1109050,0.0,0.0
293,1796170,0.0,0.0
294,793450,1.0,0.0
295,815150,0.0,0.0
296,843430,0.0,0.0
297,846800,0.0,0.0
298,848500,0.0,0.0
299,853480,0.0,0.0
300,891170,0.0,0.0
301,900040,0.0,0.0
302,917150,0.0,0.0
303,917190,0.0,0.0
304,919640,0.0,0.0
305,929100,0.0,0.0
306,931000,1.0,0.0
307,976920,0.0,0.0
308,987270,0.0,0.0
309,992050,0.0,1.0
310,1011900,0.0,0.0
311,1086481,0.0,0.0
312,1536700,0.0,0.0
313,215004,0.0,0.0
314,774791,0.0,0.0
315,783120,0.0,0.0
316,818960,0.0,0.0
317,820540,0.0,0.0
318,837861,0.0,0.0
319,851850,0.0,0.0
320,896640,0.0,0.0
321,933610,0.0,0.0
322,933940,0.0,0.0
323,946780,0.0,0.0
324,958320,0.0,0.0
325,959410,1.0,0.0
326,961490,0.0,0.0
327,962630,0.0,0.0
328,971070,0.0,0.0
329,976900,0.0,0.0
330,1015480,0.0,0.0
331,1032430,0.0,1.0
332,1036760,0.0,0.0
333,1038280,1.0,0.0
334,939790,0.0,0.0
335,856210,0.0,0.0
336,868420,0.0,0.0
337,885440,0.0,0.0
338,888850,0.0,0.0
339,895600,0.0,0.0
340,900449,0.0,0.0
341,938220,0.0,0.0
342,938490,0.0,0.0
343,964230,0.0,0.0
344,994910,0.0,0.0
345,996450,0.0,0.0
346,1054700,0.0,0.0
347,1054990,0.0,0.0
348,1072040,0.0,0.0
349,1081870,0.0,0.0
350,1105500,0.0,0.0
351,1124080,0.0,0.0
352,1134100,0.0,0.0
353,1151930,0.0,0.0
354,958210,0.0,0.0
355,829280,1.0,0.0
356,839770,0.0,0.0
357,847290,0.0,0.0
358,848930,0.0,0.0
359,853380,0.0,0.0
360,861090,0.0,0.0
361,861880,0.0,0.0
362,905450,0.0,0.0
363,916060,0.0,0.0
364,949290,0.0,0.0
365,992172,0.0,0.0
366,1012560,0.0,0.0
367,1013910,0.0,0.0
368,1045010,0.0,0.0
369,1048580,0.0,0.0
370,1053250,0.0,0.0
371,1066430,0.0,0.0
372,1071130,0.0,0.0
373,1087451,0.0,0.0
374,1092630,0.0,0.0
375,1099170,0.0,0.0
376,1112340,0.0,0.0
377,1112790,0.0,0.0
378,1189680,0.0,0.0
379,1203510,0.0,0.0
380,1232520,0.0,0.0
381,1233260,0.0,0.0
382,1238860,0.0,1.0
383,1241275,0.0,0.0
384,1250250,0.0,0.0
385,1273690,0.0,0.0
386,1285020,0.0,0.0
387,1287530,0.0,0.0
388,1310990,0.0,0.0
389,1325800,0.0,0.0
390,1326000,0.0,0.0
391,1372320,0.0,0.0
392,1415140,0.0,0.0
393,1418630,0.0,1.0
394,1418844,0.0,0.0
395,1466640,0.0,0.0
396,1482860,0.0,0.0
397,1490340,0.0,0.0
398,1492070,0.0,1.0
399,1501150,0.0,0.0
400,1523720,0.0,0.0
401,1529930,0.0,0.0
402,1562700,1.0,0.0
403,1640760,0.0,1.0
404,1677180,0.0,0.0
405,1700220,0.0,0.0
406,1742840,0.0,0.0
407,1797280,0.0,0.0
408,1885690,0.0,0.0
409,1906530,0.0,0.0
410,1962430,0.0,0.0
411,2147630,0.0,0.0
412,1910790,0.0,0.0
413,1911560,0.0,0.0
414,1940752,0.0,0.0
415,1115580,0.0,0.0
416,1128880,0.0,0.0
417,1140000,0.0,0.0
418,1149710,0.0,0.0
419,1179450,0.0,0.0
420,1185600,0.0,0.0
421,1202310,0.0,0.0
422,1203040,0.0,0.0
423,1255560,0.0,0.0
424,1286280,1.0,0.0
425,1298050,0.0,0.0
426,1305310,0.0,0.0
427,1333410,0.0,0.0
428,1343920,0.0,0.0
429,1364034,0.0,0.0
430,1365020,0.0,0.0
431,1370050,0.0,0.0
432,1423090,0.0,0.0
433,1464980,0.0,0.0
434,1482081,0.0,0.0
435,1198960,0.0,0.0
436,73095,0.0,0.0
437,1061610,0.0,0.0
438,1064460,0.0,0.0
439,1066290,0.0,0.0
440,1076160,0.0,0.0
441,1081510,0.0,0.0
442,1090183,0.0,0.0
443,1115050,0.0,0.0
444,1122700,1.0,0.0
445,1126310,0.0,0.0
446,1139110,0.0,0.0
447,1141360,0.0,0.0
448,1149620,0.0,0.0
449,1180491,0.0,0.0
450,1191580,0.0,0.0
451,1201270,1.0,0.0
452,1216320,0.0,0.0
453,1266430,0.0,0.0
454,918110,0.0,0.0
455,779340,0.0,0.0
456,818610,0.0,0.0
457,870690,0.0,0.0
458,887900,0.0,0.0
459,904370,0.0,0.0
460,928960,0.0,1.0
461,947300,0.0,0.0
462,975280,0.0,0.0
463,979400,0.0,0.0
464,987480,1.0,0.0
465,1007520,0.0,0.0
466,1027120,0.0,0.0
467,1062830,0.0,0.0
468,1072420,0.0,0.0
469,1093330,0.0,0.0
470,1093800,0.0,0.0
471,1102380,0.0,0.0
472,944290,0.0,0.0
473,368180,0.0,0.0
474,384360,0.0,0.0
475,399780,1.0,0.0
476,400940,0.0,0.0
477,403410,0.0,0.0
478,421040,0.0,0.0
479,428690,0.0,0.0
480,439750,0.0,0.0
481,440650,0.0,0.0
482,456180,0.0,0.0
483,461950,0.0,0.0
484,462680,0.0,1.0
485,485490,0.0,0.0
486,492530,0.0,0.0
487,495910,0.0,0.0
488,499520,0.0,0.0
489,539670,0.0,0.0
490,1809490,0.0,0.0
491,1102130,1.0,0.0
492,1152320,0.0,0.0
493,1152420,0.0,0.0
494,1174720,0.0,0.0
495,1175460,0.0,0.0
496,1181840,1.0,0.0
497,1215110,0.0,0.0
498,1222400,0.0,0.0
499,1272930,0.0,0.0
500,1287030,0.0,0.0
501,1291790,0.0,0.0
502,1296980,0.0,0.0
503,1341702,0.0,0.0
504,1384940,0.0,0.0
505,1472192,0.0,0.0
506,1477920,0.0,0.0
507,1481490,0.0,0.0
508,1503530,0.0,0.0
509,1512390,0.0,0.0
510,900447,0.0,0.0
511,552990,0.0,0.0
512,578320,0.0,0.0
513,596000,0.0,0.0
514,618970,0.0,0.0
515,676630,0.0,0.0
516,687540,0.0,0.0
517,701870,0.0,0.0
518,723790,0.0,0.0
519,744900,0.0,1.0
520,760650,0.0,0.0
521,761821,0.0,0.0
522,837860,0.0,0.0
523,862800,0.0,0.0
524,873880,0.0,0.0
525,881680,0.0,0.0
526,888701,0.0,0.0
527,894270,0.0,0.0
528,924150,0.0,0.0
529,943380,0.0,0.0
530,981020,1.0,0.0
531,1238520,0.0,0.0
532,1483100,0.0,0.0
533,1491780,0.0,0.0
534,1524400,0.0,0.0
535,1532460,1.0,0.0
536,1543380,0.0,0.0
537,1564090,1.0,0.0
538,1567200,0.0,0.0
539,1569190,0.0,0.0
540,1572040,0.0,0.0
541,1594400,0.0,0.0
542,1617270,0.0,0.0
543,1662480,1.0,0.0
544,1739300,0.0,0.0
545,1743380,0.0,0.0
546,1763920,0.0,0.0
547,1764820,0.0,0.0
548,6880,0.0,1.0
549,1171370,0.0,0.0
550,1174580,0.0,0.0
551,1202870,0.0,0.0
552,1203041,0.0,0.0
553,1216710,0.0,0.0
554,1218920,0.0,0.0
555,1222690,0.0,0.0
556,1224940,0.0,0.0
557,1237980,0.0,1.0
558,1238100,0.0,0.0
559,1276040,0.0,0.0
560,1278500,0.0,0.0
561,1293900,0.0,0.0
562,1300211,0.0,0.0
563,1321580,0.0,0.0
564,1338630,0.0,0.0
565,1413660,0.0,0.0
566,1448800,0.0,0.0
567,1463090,0.0,0.0
568,1489110,0.0,0.0
569,1532920,0.0,0.0
570,1208260,0.0,0.0
571,1273220,0.0,0.0
572,1278170,0.0,0.0
573,1318690,0.0,1.0
574,1330470,0.0,0.0
575,1348390,0.0,0.0
576,1415420,0.0,0.0
577,1425730,0.0,0.0
578,1442160,0.0,0.0
579,1458920,0.0,0.0
580,1468260,0.0,0.0
581,1471530,1.0,0.0
582,1475420,0.0,0.0
583,1503670,0.0,0.0
584,1519490,0.0,0.0
585,1578357,0.0,0.0
586,1627150,0.0,0.0
587,1630580,0.0,0.0
588,1247710,0.0,0.0
589,1131140,0.0,0.0
590,1140660,0.0,0.0
591,1155760,0.0,0.0
592,1159030,0.0,0.0
593,1163550,0.0,0.0
594,1181770,0.0,0.0
595,1210340,0.0,0.0
596,1232252,0.0,0.0
597,1258480,0.0,0.0
598,1263820,0.0,0.0
599,1336560,0.0,0.0
600,1342070,0.0,0.0
601,1355650,0.0,0.0
602,1365390,0.0,0.0
603,1388870,0.0,0.0
604,1414000,0.0,0.0
605,1425130,0.0,0.0
606,1451190,0.0,0.0
607,1457510,0.0,0.0
608,1475430,0.0,0.0
609,1324000,0.0,0.0
610,1778500,0.0,0.0
611,1797973,0.0,0.0
612,1866430,0.0,0.0
613,1902820,0.0,0.0
614,1926170,0.0,0.0
615,1943370,0.0,0.0
616,2009860,0.0,0.0
617,1952760,0.0,0.0
618,1982490,0.0,0.0
619,2139271,0.0,0.0
620,2198872,0.0,0.0
621,2232290,0.0,0.0
622,1624830,0.0,0.0
623,1705150,0.0,0.0
624,1713870,0.0,0.0
625,1733060,0.0,1.0
626,1824010,0.0,0.0
627,1851020,0.0,0.0
628,1073320,0.0,0.0
629,1643260,0.0,0.0
630,1689810,0.0,0.0
631,1707400,0.0,0.0
632,1740660,0.0,0.0
633,1788210,0.0,0.0
634,1855500,0.0,0.0
635,1968340,0.0,0.0
636,1969060,0.0,0.0
637,1969100,0.0,0.0
638,2007050,0.0,0.0
639,2053360,0.0,0.0
640,2074940,0.0,0.0
641,2091250,0.0,0.0
642,2105000,0.0,0.0
643,1250520,0.0,0.0
644,1076150,0.0,0.0
645,1135432,0.0,0.0
646,203766,0.0,0.0
647,1485070,0.0,0.0
648,1514860,0.0,0.0
649,1520710,0.0,0.0
650,1532800,0.0,0.0
651,1568590,0.0,0.0
652,1573750,1.0,0.0
653,1586840,0.0,0.0
654,1604780,0.0,0.0
655,1614270,0.0,0.0
656,1617870,0.0,0.0
657,1652710,0.0,0.0
658,1658870,0.0,0.0
659,1716120,0.0,0.0
660,1731070,0.0,0.0
661,1737350,0.0,0.0
662,1745280,0.0,0.0
663,1791690,0.0,0.0
664,1817560,0.0,0.0
665,1832950,0.0,0.0
666,1523510,0.0,0.0
667,1537870,0.0,0.0
668,1547380,0.0,1.0
669,1594460,0.0,0.0
670,1641830,0.0,0.0
671,1642040,0.0,0.0
672,1663640,0.0,0.0
673,1714320,0.0,0.0
674,1726520,0.0,0.0
675,1761570,0.0,0.0
676,1761900,0.0,1.0
677,1840660,0.0,0.0
678,1905970,0.0,0.0
679,1965800,0.0,0.0
680,1969820,0.0,0.0
681,2019730,0.0,0.0
682,2085360,0.0,1.0
683,2089350,0.0,0.0
684,2091500,0.0,0.0
685,1536080,0.0,0.0
686,1574910,0.0,0.0
687,1620720,0.0,0.0
688,1665500,0.0,0.0
689,1683690,0.0,0.0
690,1685510,0.0,0.0
691,1690440,1.0,0.0
692,1694600,0.0,1.0
693,1709180,0.0,0.0
694,1718870,0.0,0.0
695,1723560,0.0,0.0
696,1734470,0.0,0.0
697,1781960,0.0,0.0
698,1798067,0.0,0.0
699,1858560,0.0,0.0
700,1861290,0.0,0.0
701,1137540,0.0,0.0
702,22430,0.0,0.0
703,38410,0.0,0.0
704,38450,0.0,0.0
705,41070,0.0,1.0
706,99612,0.0,0.0
707,112100,0.0,0.0
708,200080,0.0,0.0
709,220700,0.0,0.0
710,227200,1.0,0.0
711,269310,0.0,0.0
712,287070,0.0,0.0
713,297860,0.0,0.0
714,301760,0.0,0.0
715,329650,0.0,0.0
716,335420,0.0,0.0
717,351100,0.0,0.0
718,424030,0.0,0.0
719,1636840,0.0,1.0
720,986280,0.0,0.0
721,992910,0.0,1.0
722,1010750,0.0,1.0
723,1016250,0.0,0.0
724,1019310,1.0,0.0
725,1028894,0.0,0.0
726,1029630,0.0,0.0
727,1047440,0.0,0.0
728,1090630,0.0,0.0
729,1097710,0.0,0.0
730,1112830,0.0,0.0
731,1125910,1.0,0.0
732,1133120,0.0,0.0
733,1144400,0.0,0.0
734,1182920,0.0,0.0
735,1191210,0.0,0.0
736,205636,0.0,0.0
737,2093320,0.0,0.0
738,2105980,0.0,0.0
739,2109610,0.0,0.0
740,2158500,0.0,0.0
741,2203060,0.0,0.0
742,2233890,0.0,0.0
743,1267540,0.0,0.0
744,1272450,0.0,0.0
745,1294060,0.0,0.0
746,1327430,0.0,0.0
747,1337860,0.0,0.0
748,1371400,0.0,0.0
749,1385650,0.0,0.0
750,1386620,0.0,0.0
751,1388860,0.0,0.0
752,1418230,0.0,0.0
753,1496640,0.0,0.0
754,1549180,0.0,0.0
755,1562870,0.0,0.0
756,211160,0.0,0.0
757,1851340,0.0,0.0
758,1859360,0.0,0.0
759,2000110,0.0,0.0
760,2006870,0.0,0.0
761,2077590,0.0,0.0
762,2119490,0.0,1.0
763,2131350,0.0,0.0
764,2210140,0.0,0.0
765,871570,0.0,0.0
766,882790,0.0,0.0
767,909610,0.0,0.0
768,918670,0.0,0.0
769,959860,0.0,0.0
770,995770,0.0,0.0
771,1006220,0.0,0.0
772,1015720,0.0,0.0
773,1034720,0.0,0.0
774,1034750,0.0,0.0
775,1051380,0.0,0.0
776,1065970,0.0,0.0
777,1067220,0.0,0.0
778,346470,0.0,0.0
779,447310,0.0,0.0
780,449393,0.0,0.0
781,485120,0.0,0.0
782,490930,0.0,0.0
783,518030,0.0,0.0
784,529830,0.0,0.0
785,539720,0.0,0.0
786,555060,0.0,0.0
787,559910,0.0,0.0
788,562386,0.0,0.0
789,605450,0.0,0.0
790,681280,0.0,0.0
791,704010,0.0,0.0
792,769840,0.0,0.0
793,770972,0.0,0.0
794,797400,0.0,0.0
795,824200,0.0,0.0
796,832720,0.0,0.0
797,347213,0.0,0.0
798,797280,0.0,0.0
799,33780,0.0,0.0
800,38600,0.0,0.0
801,39550,0.0,0.0
802,204240,0.0,0.0
803,225260,0.0,0.0
804,225820,0.0,0.0
805,253750,0.0,0.0
806,256190,0.0,1.0
807,261030,0.0,0.0
808,270570,0.0,0.0
809,283080,0.0,0.0
810,304350,0.0,0.0
811,308600,0.0,0.0
812,313020,0.0,0.0
813,316441,0.0,0.0
814,327740,0.0,1.0
815,346180,0.0,0.0
816,358930,0.0,0.0
817,1895130,0.0,0.0
818,1895300,0.0,0.0
819,1926440,0.0,0.0
820,1932160,0.0,0.0
821,1934990,0.0,0.0
822,1947131,0.0,0.0
823,1971260,0.0,0.0
824,1973610,0.0,0.0
825,1991850,0.0,0.0
826,2013900,0.0,0.0
827,2050050,0.0,0.0
828,2076850,0.0,0.0
829,2096610,0.0,1.0
830,2153780,0.0,1.0
831,1149550,0.0,0.0
832,1150730,0.0,0.0
833,1155660,0.0,0.0
834,1170970,0.0,0.0
835,1180900,0.0,0.0
836,1204470,0.0,0.0
837,1206720,0.0,0.0
838,1247270,0.0,0.0
839,1254860,0.0,0.0
840,1267470,0.0,0.0
841,1273260,1.0,0.0
842,1273790,0.0,0.0
843,1291330,0.0,0.0
844,1297790,0.0,0.0
845,1328920,0.0,0.0
846,1345760,0.0,0.0
847,214590,0.0,0.0
848,1367420,0.0,0.0
849,1378990,0.0,0.0
850,1428100,0.0,0.0
851,1454050,0.0,0.0
852,1464060,0.0,0.0
853,1497820,0.0,1.0
854,1526010,0.0,0.0
855,1529710,0.0,0.0
856,1530340,0.0,0.0
857,1535560,0.0,0.0
858,1545250,0.0,0.0
859,1545600,0.0,0.0
860,1567020,0.0,0.0
861,1571140,0.0,0.0
862,1594320,0.0,0.0
863,1714440,0.0,0.0
864,1174860,0.0,0.0
865,1714460,0.0,0.0
866,1739880,0.0,1.0
867,1825740,0.0,0.0
868,1876350,0.0,0.0
869,1941332,0.0,0.0
870,1980490,0.0,0.0
871,1983420,0.0,0.0
872,1995870,0.0,0.0
873,1998750,0.0,0.0
874,2157060,0.0,0.0
875,2219200,0.0,0.0
876,2266310,0.0,0.0
877,11280,0.0,0.0
878,15100,0.0,0.0
879,35450,0.0,0.0
880,65300,0.0,0.0
881,73041,0.0,0.0
882,205910,0.0,0.0
883,1209120,0.0,0.0
884,238460,0.0,0.0
885,248170,0.0,0.0
886,267772,0.0,0.0
887,270760,0.0,0.0
888,274520,0.0,1.0
889,279140,0.0,0.0
890,283940,0.0,0.0
891,316060,0.0,0.0
892,318520,0.0,0.0
893,328900,0.0,0.0
894,341090,1.0,0.0
895,358250,0.0,0.0
896,363990,0.0,0.0
897,364810,0.0,1.0
898,365660,0.0,0.0
899,365890,0.0,0.0
900,400790,0.0,0.0
901,412770,0.0,0.0
902,420640,0.0,0.0
903,73093,0.0,0.0
904,1386611,0.0,0.0
905,457760,0.0,1.0
906,461360,0.0,0.0
907,479100,0.0,0.0
908,486780,0.0,0.0
909,514090,0.0,0.0
910,522040,0.0,0.0
911,538710,0.0,0.0
912,541640,0.0,0.0
913,573120,0.0,0.0
914,583640,0.0,0.0
915,589760,0.0,0.0
916,646662,0.0,0.0
917,696490,0.0,0.0
918,721340,0.0,0.0
919,777670,0.0,0.0
920,779939,0.0,0.0
921,817230,0.0,0.0
922,820900,0.0,0.0
923,839080,0.0,0.0
924,210950,0.0,0.0
925,840260,0.0,0.0
926,874460,0.0,0.0
927,941955,0.0,0.0
928,949250,0.0,0.0
929,961990,0.0,0.0
930,978630,0.0,0.0
931,1039100,0.0,0.0
932,1052690,0.0,0.0
933,1099460,0.0,0.0
934,1166600,0.0,0.0
935,1168430,0.0,0.0
936,1169100,0.0,0.0
937,1178790,0.0,0.0
938,1188080,0.0,0.0
939,1209530,0.0,0.0
940,1213910,0.0,0.0
941,1235762,0.0,0.0
942,1248432,0.0,0.0
943,1265920,0.0,0.0
944,1270670,0.0,0.0
945,1288560,0.0,0.0
946,285820,0.0,0.0
947,1291010,0.0,0.0
948,1300600,0.0,0.0
949,1347751,0.0,0.0
950,1365750,0.0,0.0
951,1436950,0.0,0.0
952,1453490,0.0,0.0
953,1458690,1.0,0.0
954,1461930,0.0,0.0
955,1503030,0.0,0.0
956,1503590,0.0,0.0
957,1509510,0.0,0.0
958,1511090,0.0,0.0
959,1590712,0.0,0.0
960,1608040,0.0,0.0
961,1662010,0.0,0.0
962,1728830,0.0,0.0
963,1835840,0.0,0.0
964,1888130,0.0,0.0
965,809140,0.0,0.0
966,1906020,0.0,0.0
967,1939790,0.0,0.0
968,2001090,0.0,0.0
969,2095140,0.0,0.0
970,2158240,0.0,0.0
971,2158850,0.0,0.0
972,2180310,0.0,1.0
973,2185770,0.0,0.0
974,2187660,0.0,0.0
975,2199210,0.0,0.0
976,6810,0.0,0.0
977,7020,0.0,0.0
978,7940,0.0,1.0
979,208730,0.0,0.0
980,259510,0.0,0.0
981,271900,0.0,0.0
982,681240,0.0,0.0
983,592830,0.0,0.0
984,305620,0.0,0.0
985,314470,0.0,0.0
986,322660,0.0,0.0
987,338390,0.0,0.0
988,343710,0.0,0.0
989,345580,0.0,0.0
990,348360,0.0,0.0
991,355050,0.0,0.0
992,355420,0.0,0.0
993,355790,0.0,1.0
994,368430,0.0,0.0
995,372800,0.0,0.0
996,374280,0.0,1.0
997,378648,0.0,0.0
998,381712,0.0,0.0
999,387984,0.0,0.0
1000,391030,0.0,0.0
1001,398915,0.0,0.0
1002,427190,0.0,1.0
1003,570930,0.0,0.0
1004,431640,0.0,0.0
1005,433910,0.0,0.0
1006,440540,1.0,0.0
1007,464360,0.0,0.0
1008,465070,0.0,0.0
1009,512260,0.0,0.0
1010,533950,1.0,0.0
1011,544600,0.0,0.0
1012,565120,0.0,0.0
1013,572720,0.0,0.0
1014,584930,0.0,0.0
1015,655790,0.0,0.0
1016,671600,0.0,0.0
1017,698890,0.0,0.0
1018,724330,0.0,0.0
1019,736770,0.0,0.0
1020,742500,0.0,0.0
1021,786820,0.0,0.0
1022,808080,0.0,0.0
1023,998930,0.0,0.0
1024,1003310,0.0,0.0
1025,1045190,0.0,0.0
1026,1065100,0.0,0.0
1027,1105420,0.0,0.0
1028,1120810,0.0,0.0
1029,1148510,0.0,0.0
1030,1161410,0.0,0.0
1031,1178230,0.0,0.0
1032,1192380,0.0,0.0
